compression,faces,final,hausdorff_sample_frac,input_f,input_v,manifold,min_depth,min_normal,min_view,reason,runtime,shape,solver,status,vertices
0.715052888527258,7000,0.855326409,0.0,24576,12290,False,0.848407899,0.647293941,0.74785092,area,6.3565275579994704,cone_sharp,v23,ok,3502
0.715052888527258,7000,0.858825402,0.0,24576,12290,True,0.851752197,0.677399023,0.76457561,ok,6.475331345999621,cone_sharp,v33,ok,3502
0.7050582692784528,4754,0.996682078,0.0,16128,8066,True,0.992341008,0.989753975,0.991047491,ok,6.67555039599938,capsule,v23,ok,2379
0.705802132407637,4742,0.996675279,0.0,16128,8066,True,0.992341008,0.989731995,0.991036502,ok,10.025078902999667,capsule,v33,ok,2373
