compression,faces,final,hausdorff_sample_frac,input_f,input_v,manifold,min_depth,min_normal,min_view,reason,runtime,shape,solver,status,vertices
0.7000162747172267,14742,0.8701608,0.0,49152,24578,False,0.922823949,0.654169317,0.789684594,area,9.123967652999909,cylinder_sharp,v23,ok,7373
0.7050207502644641,14496,0.868924464,0.0,49152,24578,False,0.917075328,0.616165819,0.778554071,area,9.792767549999553,cylinder_sharp,v33,ok,7250
