compression,faces,final,hausdorff_sample_frac,input_f,input_v,manifold,min_depth,min_normal,min_view,reason,runtime,shape,solver,status,vertices
0.7050113895216401,3622,0.877677507,0.0,12288,6146,False,0.941785233,0.759490027,0.85063763,area,6.868988635000278,cube_planar_sharp,v23,ok,1813
0.7050113895216401,3622,0.875537893,0.0,12288,6146,False,0.942859928,0.766214846,0.855776007,area,7.096225398000115,cube_planar_sharp,v33,ok,1813
0.700130165961601,3682,0.805471872,0.0,12288,6146,False,0.955085814,0.450869529,0.722891803,area,6.303475630000321,thin_box_sharp,v23,ok,1843
0.732997071265864,3278,0.803544465,0.0,12288,6146,True,0.949218864,0.493385776,0.742924772,ok,3.336282597999798,thin_box_sharp,v33,ok,1641
